ROI	structure	B51315	B51325	B51732	B51742	B51852	B51861	B51872	B51882	B51813	B51824	B51836	B52233	B52242	B52253	B52264	B52274	B53106	B52711	B52715	B52823	B52824	B52825	B52836	B53041	B53054	B53161	B53183	B53195	B53212	B53233	B53245	B53257	B53269	B53279	B53281	B53291	B55012	B55023	B55034	B55045	B55056	B54611	B54623	B54645	B54751	B49913	B49924	B49935	B49946	B49957	B49968	B49978	B49901
49	Posterolateral_Cortical_Amygdaloid_Area	79.8415	79.94011	125.1771	175.1411	188.6132	162.9647	53.0318	133.9057	157.3273	213.6204	139.7036	83.51334	102.731	105.2838	61.8636	117.8289	105.0355	70.63308	137.4635	104.9961	162.6695	150.7801	215.816	172.7563	135.8801	148.522	105.7024	118.998	93.37582	75.70171	154.9622	97.97419	128.0133	172.0795	132.5874	85.44614	127.1116	190.2927	162.6315	93.84662	194.1064	177.1927	228.3228	130.0697	213.5097	94.84797	71.27371	169.6208	111.9294	103.3397	286.7394	221.6135	106.4232
50	Ventral_Claustrum	64.91978	121.3609	283.6182	176.4743	214.162	221.9031	92.78033	186.8722	201.8683	196.5767	178.2024	162.9954	90.02734	60.40402	89.76816	71.16171	120.477	106.7342	98.92318	193.2374	182.3694	208.0004	131.7325	86.99878	205.0648	167.1871	163.1129	160.9301	134.7287	191.9328	131.8377	120.7312	198.5758	214.6396	276.3872	170.1775	68.87687	152.9109	176.2353	158.5163	260.3571	256.6574	230.7068	90.93993	187.3254	86.02048	204.9014	362.2921	200.4415	86.9625	293.4384	390.381	189.0962
51	Hippocampus	130.555	222.7009	154.7027	204.554	207.3657	216.5198	133.1228	197.3943	201.4418	220.4063	127.7218	149.8877	206.8141	189.084	229.8264	237.1377	130.033	131.6537	195.3082	152.0241	190.0842	203.8848	209.244	134.1842	160.5447	161.3423	148.7684	158.1456	102.7748	130.6574	130.3123	128.1829	163.2072	162.8732	158.591	157.395	147.2531	176.6917	165.8878	190.289	164.7089	179.4549	190.2412	172.882	166.0238	73.69449	106.9828	150.2435	234.6676	283.7571	247.8143	222.9293	102.65
52	Dorsal_Tenia_Tecta	142.6604	290.6096	339.3674	239.8604	234.0031	245.0795	142.1353	203.7317	171.1697	253.4577	321.6382	308.3339	213.1241	253.5983	334.9577	206.0114	165.9633	124.7027	219.2679	141.4758	82.51338	110.5938	68.42081	118.7992	140.487	225.5138	129.4611	205.6599	85.76604	173.5202	163.1871	123.3546	155.5426	172.5034	200.6482	181.3439	131.9118	256.4369	226.2662	199.7495	221.8311	167.3819	187.9182	353.7975	146.5523	167.2994	121.73	161.9627	392.2118	351.7263	293.8735	426.5936	113.0531
53	Ectorhinal_Cortex	151.9831	157.2213	195.6663	233.6846	240.0367	228.8841	90.09873	132.314	225.6438	253.7028	132.4123	199.695	153.5503	166.8917	102.7794	207.4871	160.507	138.86	143.5372	222.2242	287.7082	163.2325	225.0156	140.3784	203.7092	195.4997	183.4872	205.8923	82.84297	180.5747	171.3889	154.911	180.7397	188.4691	176.4255	177.5684	206.8746	224.1093	224.5541	231.6946	190.2445	241.4527	218.9319	222.8776	237.2448	91.60317	98.7634	212.7904	178.4064	221.3267	279.7619	244.9109	140.602
54	Parasubiculum	105.8206	227.9989	293.2584	249.3997	218.1579	294.0143	132.5648	241.9887	379.049	314.8071	145.2333	170.8176	212.6534	194.5676	176.82	183.4071	199.1003	199.1998	149.9802	237.34	219.3412	167.7729	307.5957	178.3265	197.8235	291.1191	220.4024	177.4142	150.1038	151.388	182.3106	172.3891	166.4218	212.7489	204.8156	192.4536	154.5332	282.8362	288.7084	259.7868	233.7852	197.5381	206.3608	198.7194	250.3976	68.17446	115.4623	205.4341	235.1892	249.1973	392.9223	259.9028	105.671
55	Perirhinal_Cortex	145.5335	171.1328	194.7237	246.9326	225.5692	244.7173	76.55697	130.3389	206.9572	255.6871	128.2947	210.0474	164.6617	147.4922	72.93535	196.3466	157.2289	136.1277	191.2885	241.3648	301.4311	162.4027	202.474	170.7607	191.5038	185.3033	179.639	176.6927	78.01348	161.0453	166.1968	157.9172	166.7781	184.3988	154.7924	165.9689	189.9433	201.7125	211.1719	230.2459	165.7719	238.1714	207.5842	255.9284	227.4624	69.58073	105.3396	251.5245	151.5301	210.2501	301.9006	261.6455	107.6432
56	Presubiculum	131.364	263.5646	270.5192	231.2347	303.6487	284.9971	131.9112	156.9732	476.7431	310.717	161.6915	130.9931	186.4648	189.3015	201.3638	187.6547	195.8097	221.926	124.6784	200.3623	250.9188	174.4705	184.0024	149.1168	146.0792	216.6654	231.7451	220.1737	150.5365	151.076	183.3618	158.0335	151.1041	189.593	195.0792	180.5519	113.6077	313.4933	239.382	257.6944	209.9427	184.5874	160.7733	281.3482	216.7559	54.84694	150.0876	255.2384	257.1349	256.1211	465.7517	274.457	108.0275
57	Piriform_Cortex	79.95316	165.4711	340.0938	221.953	237.7365	210.9956	121.9092	217.0399	208.6736	243.4061	195.7467	221.6339	129.9256	136.098	241.4471	221.172	147.0683	151.8587	142.9943	181.448	164.2835	187.563	150.2992	146.037	165.4715	176.3275	162.3845	154.9891	120.8636	160.7609	143.5869	151.6922	170.506	175.504	189.6127	176.0578	161.8716	206.9763	184.9753	172.9137	192.9007	160.3777	176.9025	140.5484	172.5182	110.3248	117.4654	180.8871	187.7856	159.8268	310.3852	278.7802	134.48
58	Amygdalopiriform_Transition_Area	48.92107	66.13739	140.8088	129.9303	129.59	196.9733	90.4306	177.5426	154.9021	272.8309	87.48624	121.8536	182.8407	100.2884	73.347	75.30904	137.15	173.4167	115.1307	125.8029	230.7277	175.7794	122.6716	163.5707	221.7323	131.0171	140.8665	212.8656	135.6324	107.0002	172.8336	264.7294	110.3685	225.9309	179.9412	91.26523	163.0871	149.4881	227.6729	204.8686	197.1116	217.1602	220.097	127.714	293.1523	150.7624	102.6591	248.5346	94.35246	183.1189	383.7001	180.4254	94.52107
59	Hypothalamus	146.2937	245.9173	133.73	181.1604	234.1776	209.9346	163.3926	190.2721	202.145	242.0368	169.8318	179.1371	256.2472	195.9465	214.2955	237.7334	124.9913	116.6177	120.1422	135.1749	112.0875	118.6233	134.4789	85.79255	127.8817	112.7587	131.7587	105.7023	99.4728	100.9288	118.7127	100.4438	105.0394	133.0016	131.1509	138.6959	142.7395	129.4128	158.0669	116.8103	115.6014	150.798	146.9704	279.1513	159.1147	98.13656	146.6677	191.3868	223.0791	244.0395	192.4051	221.2923	169.7516
60	Preoptic_Telencephalon	89.72878	214.4151	195.2725	176.9678	281.573	213.8626	124.1722	174.0467	149.7637	182.6077	256.6738	204.2407	200.6882	180.469	247.3351	229.8614	106.9693	109.844	124.0079	159.8701	169.6701	134.6967	114.486	110.1728	134.1751	110.2124	89.47301	121.8522	85.14368	94.89709	125.0315	132.7337	121.6336	129.7239	161.9699	168.8627	108.9299	151.4422	179.6732	144.6684	125.9581	152.4069	159.2731	215.4606	158.3494	94.0933	139.3191	189.5494	220.0494	241.8425	260.1826	234.9612	177.37
61	Subthalamic_Nucleus	149.8065	222.8327	190.0104	209.5987	174.075	237.6299	132.0486	146.3459	184.1803	231.8507	86.73116	95.25125	196.2581	148.7763	179.5388	149.2955	109.3049	112.0971	194.6936	134.2221	122.1938	180.2444	117.1125	120.5876	102.7478	83.13404	117.671	165.7807	96.83444	48.24003	98.94328	86.89501	116.2069	127.5348	113.2892	140.0156	85.67068	130.1044	125.3396	106.4214	124.3127	71.26214	77.66537	117.0351	79.32673	67.43618	157.9665	213.2785	210.4095	241.5454	233.7628	172.9455	117.7086
62	Septum	108.7583	273.5821	259.6436	192.2747	265.8042	249.9851	104.9885	185.3213	173.5201	201.1349	262.2382	204.0851	175.4665	245.9519	247.5483	204.5491	127.5101	86.47415	134.2948	145.0212	136.3261	110.0306	97.50504	115.3687	126.4591	143.286	94.64187	130.6848	81.15562	96.37495	135.5184	134.7689	135.3112	131.0617	150.8044	157.4883	122.2775	156.0818	182.2372	174.6273	156.2027	198.1987	179.215	235.3969	160.6938	105.8528	108.799	152.9803	253.1861	270.1534	263.5777	278.5425	163.2231
63	Globus_Pallidus	99.33495	181.6089	212.8763	187.3089	205.5336	270.9647	79.20296	210.376	139.4913	198.7565	220.7766	163.6902	267.2023	209.9897	240.0096	244.3772	101.1327	91.69035	134.7137	145.5876	90.29869	115.0865	124.6407	129.4667	103.2202	132.6035	119.7193	108.5106	84.29974	111.7921	81.51422	116.887	142.0794	114.4072	136.2377	144.0648	99.97099	160.4335	125.1243	139.6452	190.637	148.2939	116.8012	229.1122	193.0255	80.7648	147.9105	198.4598	289.1105	328.907	226.1808	241.6482	194.7738
64	Striatum	133.7447	204.3329	247.1358	216.3485	232.0212	239.7928	100.282	204.2858	214.5498	225.6582	209.9011	173.1565	172.3128	168.8625	221.5293	242.6779	127.7733	139.2196	116.9212	159.7429	152.9943	147.9003	148.4774	121.1737	147.12	138.9367	143.6584	160.8003	106.0409	132.0062	133.5997	134.1076	148.6973	154.6413	156.7355	153.2224	139.9282	171.4808	173.8974	161.9188	170.8504	187.8427	146.599	172.5671	171.2296	73.3987	128.0563	176.0303	271.3941	242.5488	255.3675	278.5984	166.6002
65	Amygdala	72.09192	184.8732	175.2838	160.5667	225.6397	212.8266	102.6998	189.7498	164.5494	233.1146	167.7825	164.0109	136.8263	170.0132	164.5218	217.381	84.68118	99.51293	128.8624	122.0181	136.7952	132.0799	143.5038	103.2249	120.8741	122.6386	104.7867	115.335	105.1975	101.4204	123.7385	102.9492	113.6165	132.3088	130.6795	114.7266	99.19424	155.4673	163.0557	107.8531	154.4641	186.1819	142.1463	134.4738	151.0352	102.8661	136.1304	175.9191	182.8513	188.1653	226.954	282.2631	126.2785
66	Accumbens	111.2687	311.458	236.5592	174.1396	302.4316	211.5363	244.235	172.223	193.0655	231.1822	257.143	193.1516	135.4412	206.5435	349.695	258.9924	123.223	137.5608	117.314	141.9968	129.876	151.5829	101.9184	81.75258	122.4731	133.4801	116.1501	110.693	96.51777	109.338	103.8861	102.8826	119.6786	109.1004	142.4212	117.4244	177.7591	168.1138	175.317	162.5188	168.8022	207.4109	139.417	263.9856	125.3619	95.77687	128.5683	170.1105	368.9339	222.7089	280.1815	254.7331	188.7303
67	Bed_Nucleus_of_the_Stria_Terminalis	134.6742	294.2848	182.1059	149.4931	226.3951	159.6256	150.0236	200.9987	123.5305	138.0831	170.7679	144.7273	403.216	225.2679	218.3191	218.9333	101.998	108.1724	61.108	129.1892	142.3046	202.7921	176.3685	121.802	135.5215	82.0255	117.2395	100.1094	91.8661	130.1307	105.3523	88.65725	80.89774	150.7835	137.2576	130.5567	119.4785	147.2785	143.8868	101.8885	122.4763	106.2909	183.8758	144.8502	154.2723	77.5907	149.9006	146.5056	190.1478	186.7349	206.981	229.924	159.2537
68	Ventral_Pallidum	111.7847	323.4704	195.4283	166.2671	261.8531	251.5341	108.6802	177.4903	182.5393	204.8139	230.2026	166.453	277.8579	160.5016	338.3261	261.7892	82.5635	112.1715	159.9718	116.4841	100.9265	106.5933	99.88023	115.1822	88.23525	87.41014	119.1574	117.4188	86.23764	94.509	72.07723	88.17948	105.3691	125.8571	117.8542	118.6872	149.6512	97.15602	116.3493	133.6509	153.4089	176.6294	149.8911	257.7634	109.3565	91.8323	151.5853	210.933	397.739	325.9149	248.9798	261.8476	232.5696
69	Periaquaductal_Grey	96.79116	213.3196	224.7143	229.3774	270.126	308.2858	134.5832	251.6915	262.3297	250.4025	209.2729	160.4251	138.372	239.0476	249.7375	261.308	138.2732	114.7337	202.8405	157.3572	186.1561	223.2687	256.6692	137.7654	144.9942	165.1257	170.2711	173.421	159.2406	154.517	149.3656	154.7136	181.7012	171.3553	193.1397	147.31	135.0567	152.9146	162.287	165.0108	188.837	204.1778	174.682	150.8355	173.0349	141.4125	46.945	172.8421	241.5641	316.1869	249.0132	347.8137	161.2805
70	Anterior_Pretectal_Nucleus	94.70401	208.7301	198.9561	304.6276	185.8327	330.8142	151.3292	243.6241	200.1118	290.7009	206.4149	152.8694	202.8723	197.1221	209.5781	271.9803	191.7435	197.534	196.8557	200.0644	225.8539	187.599	167.7179	169.1916	209.2871	183.28	204.1945	176.5846	171.3379	155.4537	134.0443	178.9789	183.0088	177.0512	184.1598	188.6984	118.9708	231.5142	244.724	217.3281	154.2027	217.3866	166.1067	125.5961	221.9392	58.75932	99.24392	168.0052	274.7809	242.4412	282.6316	410.174	98.28762
71	Ventral_Tegmental_Area	155.3648	216.3992	148.2447	137.7672	177.8783	221.6982	205.727	171.9726	165.332	232.2843	93.01573	129.4491	206.3381	167.7872	183.1262	190.1129	53.94242	116.7364	91.32509	149.5741	91.99546	163.9788	83.2761	91.06508	121.9186	159.0304	102.9584	96.69099	105.9212	24.70315	79.67381	93.99783	68.05691	102.0323	81.36362	185.8412	114.9512	185.764	136.735	97.1669	124.5087	94.14308	149.3251	130.1709	52.59976	155.4344	112.4491	228.4172	190.0884	287.8266	359.6374	254.0704	124.2623
72	Thalamus_Rest	131.4813	242.0699	191.7292	235.8639	193.5834	207.0873	121.875	212.0401	193.2534	206.3932	174.0489	133.3666	215.1954	162.669	190.7579	224.295	125.5476	130.132	159.0706	139.2255	158.1009	169.0084	177.5853	92.71857	127.3048	114.206	139.2908	150.3675	124.1716	126.0595	107.8888	118.4745	133.858	124.9875	150.2399	141.3323	112.7994	140.1557	151.5715	132.9566	132.9546	111.8787	143.8374	167.891	132.481	81.71617	111.4929	131.1783	213.8228	251.0033	223.0068	188.1996	147.1615
73	Ventral_Thalamic_Nuclei	144.9583	248.4825	198.7781	245.2658	190.6501	228.3805	109.1976	235.6667	215.5523	270.0406	153.2256	152.9038	212.7359	192.8792	194.9049	182.2203	158.0425	138.4762	151.4162	179.9076	171.7894	180.6192	188.5046	138.8704	158.0277	192.8842	193.2492	212.0692	145.3917	172.2321	153.5878	179.9927	202.5295	200.3485	230.7582	183.3201	122.8009	218.219	239.1063	178.0786	229.1823	133.4109	172.9775	149.7545	159.3002	88.55125	119.6267	248.1914	246.0513	292.9853	345.051	231.1323	124.9515
74	Latero_Dorsal_Nucleus_of_Thalamus	113.4848	205.4228	88.38448	271.5532	132.1638	243.2536	177.3498	238.3649	302.49	333.992	173.5114	148.984	259.9416	223.7979	225.2142	186.8002	114.0642	118.461	173.5037	234.7939	192.8898	125.6709	141.2749	80.03635	143.2072	108.7612	157.4919	149.6554	187.1001	224.6989	54.30292	191.1469	187.8936	128.022	208.5348	103.1544	131.2604	248.8785	256.8158	166.4176	158.4631	139.1179	91.70164	190.0688	188.5568	81.76211	104.1637	187.544	238.757	211.4909	141.0132	189.6906	72.06609
75	Medial_Geniculate_Nucleus	130.8092	247.8781	275.7071	272.3015	137.3932	174.9559	129.1433	239.6806	309.0338	300.361	116.1619	170.3251	228.5732	137.8437	185.5857	260.2392	190.873	144.3618	144.568	167.3459	226.8129	196.1646	232.0977	152.0811	157.9516	136.0357	175.3578	191.7132	158.5343	137.5589	131.8222	106.694	163.8779	171.1181	198.5761	180.002	108.1771	214.6835	224.6981	212.8491	239.4361	126.2792	145.0393	128.5941	173.0953	52.46729	136.5896	203.2661	239.0282	298.5956	313.8215	256.4504	102.5739
76	Lateral_Geniculate_Nucleus	169.954	232.3106	227.9058	263.443	281.7214	189.6613	163.6443	248.3476	235.1662	280.0805	100.6923	152.4631	258.1967	208.3364	222.9127	229.5209	212.0503	141.7022	164.4256	201.8793	180.62	160.3295	143.9707	174.7822	207.9194	178.9756	198.7	165.5587	132.9114	149.7602	154.0505	207.5211	190.3775	216.1555	235.7698	217.8451	93.20042	197.5035	225.0243	175.654	182.0984	219.7751	194.0656	166.2943	145.4012	44.45932	142.2722	208.2795	246.4062	286.6511	364.3929	250.8924	139.879
77	Zona_Incerta	151.4602	231.9694	251.1249	219.3554	177.9317	206.2915	141.176	183.9803	246.127	260.8471	117.7001	109.0147	242.3736	153.4458	189.1784	162.3326	112.8384	117.4427	222.134	141.3374	169.4644	164.0015	179.3232	113.7768	129.0674	129.2342	128.4131	187.4339	131.4731	104.9119	108.3138	87.14999	139.1031	146.5991	142.3372	147.3094	136.721	170.5858	156.1793	143.7053	161.9979	102.295	103.2548	164.6023	131.3144	112.3975	126.9002	197.9773	218.2385	276.4688	226.9917	225.884	97.8516
78	Reticular_Nucleus_of_Thalamus	168.6136	217.1409	192.8546	226.5602	192.9098	191.0173	151.8006	198.9863	186.8469	201.0596	192.5886	144.5138	284.0559	213.02	237.959	233.3117	137.4622	148.4446	116.8106	148.3596	158.7845	192.4897	161.2789	112.7608	112.5292	137.6823	159.6202	150.2375	103.7755	121.968	132.0606	108.8742	167.4332	152.3091	162.8355	139.0928	106.8338	144.8214	130.4178	116.0132	186.739	198.8146	115.9236	176.6688	130.1683	68.09062	129.0526	164.7468	217.8007	308.3095	267.749	231.0557	116.367
79	Subbrachial_Nucleus_and_Peripeduncular_Nucleus	132.7331	228.2751	283.2846	246.0261	154.6234	158.1346	190.7639	260.2667	260.9995	336.3908	137.3255	136.557	199.8667	134.0395	188.7434	234.1349	160.9135	107.9981	208.421	153.047	270.2525	216.9181	271.5473	150.1693	158.1797	135.1812	186.4095	197.0788	169.1184	129.4423	124.7294	103.7777	166.095	156.815	181.9029	191.8533	149.8112	183.2436	154.3761	148.8138	195.3248	112.838	133.5364	104.2405	177.1995	55.79362	77.98109	190.5185	273.5312	261.8987	234.3108	307.5025	85.93642
80	Deep_Mesencephalic_Nuclei	104.2585	193.1556	277.1115	240.1452	214.1814	262.2597	100.3099	194.4253	188.2232	205.9017	182.8381	140.0192	159.7505	220.6455	221.1355	214.6916	129.1665	145.9229	234.0186	134.5229	151.5681	220.2341	214.2598	107.0012	111.255	126.7208	115.6449	151.4141	134.9728	107.3235	105.1871	138.0776	103.7067	124.4082	168.0553	149.751	95.37694	147.7045	135.6059	138.8085	162.311	129.6088	188.8271	136.1403	136.5141	151.4859	66.48164	154.9172	221.8759	203.279	292.8615	260.0594	130.9486
81	Superior_Colliculus	91.37825	190.6244	205.4497	326.976	248.7989	270.2132	116.4385	255.6404	272.5971	347.1577	216.9592	151.0865	152.4822	179.6854	198.382	273.839	214.4765	235.6917	197.5511	235.1415	232.3934	205.4163	248.7672	147.4935	265.9854	244.8695	238.9535	262.382	160.4056	199.1868	215.1095	163.9076	239.7991	230.4524	269.5601	208.6223	136.8949	257.3931	258.5934	278.3904	213.993	168.6463	197.0426	212.9708	251.6387	92.36124	48.30515	182.4301	241.3183	269.1639	364.0348	283.001	125.4466
82	Inferior_Colliculus	96.30794	264.8744	240.7715	326.5772	270.4132	323.24	111.3509	234.508	265.014	339.1328	251.7093	186.9215	193.7727	252.5914	254.6582	271.685	243.431	169.2301	165.7691	250.4374	210.3591	135.5481	287.0486	200.75	276.7111	255.6044	265.9055	295.1677	187.8628	223.0992	227.4641	194.0554	265.3624	228.1609	307.1874	219.9179	153.3904	265.9506	276.8828	275.8328	282.1272	218.5108	213.4653	196.1009	274.5846	168.7446	65.86109	247.9368	300.3505	287.7382	407.9328	375.4736	140.0531
83	Substantia_Nigra	104.0034	201.6005	208.5721	160.9174	258.6495	164.6162	197.8656	311.7782	169.8375	238.8415	135.4613	82.9577	221.521	174.9008	175.253	168.448	110.4153	154.6895	164.0384	139.8971	170.2796	211.2709	246.7712	137.3582	131.6162	141.8228	160.8809	142.6606	126.4317	66.02905	109.4689	96.43125	110.8339	134.1502	149.5089	158.2655	218.8402	126.6505	137.2769	196.8631	171.1333	144.5814	93.69639	94.81297	113.5672	125.4243	107.8078	178.0568	207.1657	221.3162	286.462	238.5189	114.7436
84	Red_Nucleus_Parvicellular	123.6037	237.4897	242.2176	170.8443	201.3736	164.7107	150.3257	149.6195	155.7846	170.317	159.4213	126.6803	170.2099	227.5855	214.6891	195.6155	114.2164	81.93941	169.1832	68.59122	130.3686	159.6854	162.4388	76.5602	33.93145	153.5967	56.18736	57.76741	99.14233	55.87609	54.0863	101.6822	58.41912	43.24419	75.93881	82.8867	52.44772	106.9768	92.24992	72.02132	94.78165	110.9455	118.8509	135.1158	116.0224	147.1548	32.15657	142.4484	207.5126	182.9386	166.3513	195.4322	185.3666
85	Midbrain_Reticular_Nucleus	121.5757	197.4911	269.4782	237.9366	198.989	253.009	129.7759	224.5061	223.4827	273.3633	168.0355	183.6075	174.4951	223.5076	211.4547	245.3472	136.3712	138.615	176.1724	175.8827	162.8709	216.523	214.4354	132.7544	152.9619	140.1117	144.1673	172.2587	139.0284	137.6302	138.2533	156.3033	150.7037	160.7886	180.7627	170.2969	115.0025	161.0448	174.9245	178.5474	166.2417	155.6358	183.6084	162.4152	151.9934	96.882	75.67345	206.7959	200.9352	232.3862	265.0781	305.5549	124.9911
86	Rostral_Linear_Nucleus	101.7628	176.7483	240.5755	262.1991	223.1133	225.779	114.8743	94.43845	261.515	213.954	131.7495	125.9923	160.4305	207.0872	232.5073	159.5983	55.12352	97.15115	119.303	112.9979	72.4539	134.1513	101.6352	33.82573	126.1109	131.6114	124.4268	87.66605	89.08669	86.24145	90.51147	80.10029	77.71672	69.2863	87.94286	126.5874	81.22253	134.7642	157.0758	84.51169	95.02181	114.1011	89.31308	170.8804	70.51365	174.2711	42.39772	70.10497	142.5334	284.7893	202.6304	200.6876	152.9073
87	Cuneiform_Nucleus	197.8663	275.794	278.9331	241.0536	199.7176	322.2873	136.0622	304.1898	218.784	194.8088	232.0954	163.9633	154.7626	268.4345	282.2441	249.525	185.4962	100.6693	76.65486	179.5765	142.8851	287.6895	217.0297	149.8642	176.024	188.5187	127.6062	205.6997	164.1198	180.2096	193.2316	179.7798	166.8815	184.9995	261.2184	200.81	201.1862	170.4954	175.9222	166.7136	137.5793	208.2296	217.898	264.6391	154.5042	132.97	67.81004	235.0179	278.3913	331.7237	305.4731	316.4536	176.2814
88	Precuneiform_Nucleus	172.3908	221.7713	326.2637	239.0719	180.3822	295.5871	74.85799	273.6765	244.6476	256.9058	237.4322	211.2707	153.4889	295.9556	287.9614	291.5	192.666	146.6242	129.435	212.5122	229.183	247.6285	254.151	164.6247	240.6494	177.0957	196.412	207.6684	187.279	184.7677	224.1004	194.3039	198.702	216.3299	284.0224	192.0393	104.3711	202.1688	214.7751	207.0615	221.1309	228.3826	224.8728	164.1193	196.1585	63.18148	46.44345	288.8184	317.499	253.6236	318.0554	270.0272	162.7122
89	Brain_Stem_Rest	120.362	177.1255	253.3767	207.5024	185.0274	210.5856	165.932	207.9794	240.8066	256.0931	186.6809	170.842	152.0467	153.3499	189.2095	172.8118	135.459	127.9177	137.1202	146.8295	153.7766	184.1678	204.9632	153.6246	158.776	140.7339	177.9107	154.7154	145.1789	126.904	127.237	140.1281	159.9877	225.3759	171.339	135.5031	192.1422	152.3906	164.4	181.2932	174.0248	123.4164	133.6269	132.2091	146.6333	154.7198	124.3909	138.8029	192.0648	189.0523	281.1175	222.6499	179.8173
90	Interpeduncular_Nucleus	98.64433	187.1405	173.0671	194.0074	210.7016	196.4163	102.4957	146.1497	261.7445	260.0352	117.2851	81.67828	214.3772	202.3054	206.971	198.0965	74.69865	128.5028	64.41474	103.3987	48.26193	67.14548	79.61667	97.4915	189.0744	144.9932	92.83588	137.2024	162.6065	108.8866	108.4106	107.4503	63.86565	143.9421	79.87441	138.8931	183.3522	120.303	136.726	75.95866	182.6881	173.8745	121.7536	186.5498	76.83578	193.3936	80.90672	97.09526	90.828	171.9688	239.3736	164.9559	86.39101
91	Cerebellar_Cortex	121.8944	206.6086	304.6981	246.6799	234.7498	246.5197	108.9502	188.0887	228.4583	307.088	227.7457	184.2859	189.1422	181.6139	244.3673	193.2436	138.0099	111.9573	151.1892	132.2508	112.4008	145.0597	327.0692	145.3553	183.0921	186.1222	211.9286	173.2086	147.8531	137.7682	174.26	157.7905	159.3788	173.003	212.6216	141.2217	144.1259	256.1938	201.6787	229.0412	184.5596	185.1038	187.5486	182.1	190.4142	197.592	100.3484	210.4183	243.0709	275.3301	265.1729	331.1523	184.8909
92	Dentate_(Lateral)_Nucleus_of_Cerebellum	164.4613	241.9329	336.5909	151.7591	179.3741	326.6673	81.06613	255.7878	349.7931	380.381	212.2538	165.2733	149.6901	192.3515	310.3357	270.1703	158.0639	61.55155	103.5212	80.73025	151.2818	98.84193	246.732	117.7516	83.8323	193.4911	138.9953	119.7058	104.0922	214.1124	122.4558	255.6308	161.6852	162.1025	136.4478	156.1797	277.5999	304.7582	216.3747	167.8967	192.8369	234.7475	386.6016	154.0293	234.7977	190.8054	122.7249	276.4869	235.5455	322.5955	229.7751	474.3807	179.5699
93	Interposed_Nucleus_of_Cerebellum	160.7865	230.521	296.6312	110.8858	165.8328	214.8862	109.0782	226.9982	366.7743	396.8196	274.1228	131.9255	209.3427	103.4125	387.6653	147.496	94.20537	115.7094	86.63127	64.51937	210.1783	62.63558	191.4492	124.5813	154.4525	143.3227	266.948	79.04403	114.2777	151.5924	164.0175	236.5821	136.7643	162.4296	138.3805	124.4382	98.0187	215.174	184.5518	134.0618	135.3087	181.5286	162.3957	160.8974	213.789	238.8079	107.8797	136.3179	206.5663	272.3359	161.6169	334.577	179.4573
94	Fastigial_Medial_Dorsolateral_Nucleus_of_Cerebellum	119.2187	256.0674	278.8994	106.368	193.7532	207.6709	160.9627	184.3637	216.8006	347.3145	321.7655	187.4889	246.9777	130.2439	457.3354	113.6449	88.54057	120.3039	97.77216	64.67101	129.5519	75.11394	98.46957	86.1394	92.05639	178.6875	285.6639	128.349	87.36062	135.2625	136.7925	244.3371	201.241	139.4165	124.3826	60.1354	63.88061	213.3017	185.6814	150.2225	151.6106	139.8779	106.5354	226.0208	NaN	167.3071	44.44242	162.4407	258.1175	286.8556	192.776	238.2584	198.3787
95	Fastigial_Medial_Nucleus_of_Cerebellum	97.38678	199.528	408.8176	265.3022	200.2538	130.1074	191.7536	153.8199	225.4933	379.076	188.8095	161.4765	219.6431	63.681	210.9005	105.9829	71.66582	111.4098	81.31531	134.3057	170.2922	80.76735	279.9247	63.54507	164.6619	186.3891	252.3087	112.683	127.254	142.0824	109.8228	129.4362	118.3775	113.8145	165.7446	100.0837	87.1452	223.2043	202.2799	148.257	116.1543	126.0985	106.1078	157.4552	157.0229	196.9382	52.43073	145.8776	152.227	234.3799	159.1952	231.7556	198.9302
96	Ventral_Lateral_Lemniscus_Nucleus	113.1719	244.4707	235.4727	189.9648	407.0002	138.9191	161.8068	179.3428	117.3447	146.4652	197.4846	136.7075	192.765	138.2213	193.0682	133.7607	145.769	131.2473	95.08104	267.2827	137.7675	153.2219	231.9196	230.9582	162.9482	204.5217	120.7168	179.5553	171.6825	112.5947	190.5143	144.9951	82.18983	112.1027	171.7695	157.4222	297.8621	171.2112	201.6103	187.9625	212.8175	146.6376	78.13116	132.3495	140.0742	221.6995	125.9955	138.6897	208.9764	342.5937	190.295	140.9137	132.798
97	Parabrachial_Nucleus	154.5005	229.8413	300.8408	262.2039	259.5684	262.0309	156.2162	215.1254	148.6828	210.3438	188.2656	195.785	163.0487	202.7784	269.7906	190.5541	123.8011	105.8083	132.0807	116.8539	84.95821	218.1323	154.2258	94.53284	90.69693	172.6273	122.0313	164.378	107.4991	128.4763	169.0251	149.7207	127.057	112.2516	159.2459	161.9572	172.5005	125.9334	130.5962	178.9437	125.2854	138.2201	148.1508	248.2955	126.0573	117.2421	58.81987	201.1704	191.6033	316.1967	224.1249	325.3501	164.1523
