ROI	B51315	B51325	B51732	B51742	B51852	B51861	B51872	B51882	B51813	B51824	B51836	B52233	B52242	B52253	B52264	B52274	B53106	B52711	B52715	B52823	B52824	B52825	B52836	B53041	B53054	B53161	B53183	B53195	B53212	B53233	B53245	B53257	B53269	B53279	B53281	B53291	B55012	B55023	B55034	B55045	B55056	B54611	B54623	B54645	B54751	B49913	B49924	B49935	B49946	B49957	B49968	B49978	B49901
1008	0.8003606	0.80281	0.6318312	0.7411082	0.7544611	0.7467484	0.8109504	0.704416	0.6801032	0.6873485	0.7223074	0.7432284	0.8073984	0.7891338	0.8172106	0.7153989	0.5565388	0.5236427	0.4767472	0.5363932	0.4962392	0.5006199	0.5427723	0.4539438	0.4391297	0.5681599	0.5469706	0.5352201	0.500048	0.4787035	0.4556103	0.4866638	0.4458834	0.5493116	0.4765527	0.5036139	0.5118626	0.5263887	0.5386146	0.56756	0.5154805	0.605389	0.833272	0.7064397	0.7186029	0.675256	0.6876724	0.738086	0.6794186	0.7101791	0.657452	0.7196892	0.684548
1009	0.5422027	0.7273415	0.462717	0.5767549	0.4683534	0.4716902	0.4712569	0.7235479	0.5495186	0.5083653	0.4577132	0.5889652	0.5857936	0.6099634	0.4884527	0.4710501	0.354268	0.4611002	0.3533498	0.4118217	0.3603816	0.3489931	0.3734387	0.3071804	0.3084001	0.3842898	0.3808371	0.34706	0.3456244	0.3372798	0.45187	0.3531128	0.279136	0.3564375	0.3530587	0.2783348	0.3762214	0.3072636	0.317311	0.3639669	0.3330641	0.3922364	0.5201375	0.4851332	0.5270692	0.4715736	0.6723925	0.5832826	0.6085989	0.5804876	0.5182003	0.6382049	0.6398884
1010	0.8235742	0.7888247	0.5673131	0.8073326	0.572485	0.9175038	0.9754422	0.8268982	0.5962585	0.6685421	0.6791969	0.7120504	0.8176789	0.7354527	0.7764027	0.7042437	0.5764952	0.5254502	0.5339931	0.5509825	0.5833184	0.5298973	0.6262608	0.4937979	0.5089858	0.580242	0.5290896	0.5812601	0.5079401	0.5351251	0.4517091	0.5024089	0.5247352	0.5987861	0.4851027	0.5517826	0.5491834	0.569883	0.5447266	0.5587559	0.6071514	0.7130343	0.896567	0.8250648	0.7952254	0.6591185	0.5610906	0.6360174	0.5966855	0.7073095	0.4917295	0.616223	0.5977108
1011	0.867166	0.8395659	0.6216291	0.8948642	0.6551555	0.9150141	0.9700805	0.934117	0.6344696	0.7646184	0.7361003	0.7287787	0.8441286	0.7587233	0.7999774	0.7290472	0.5788336	0.5750207	0.5841754	0.6161149	0.6011981	0.5611337	0.6417528	0.5194465	0.5303274	0.6122957	0.5659138	0.5905297	0.5248662	0.5659724	0.5251737	0.5385025	0.5520257	0.6258353	0.5183437	0.5693027	0.6109681	0.6026832	0.5633324	0.5876877	0.6098321	0.7565355	0.9367288	0.8442759	0.8461023	0.7614107	0.6689625	0.6752154	0.6190215	0.7329713	0.5551412	0.6596464	0.7005002
1012	0.7268535	0.7329016	0.5122921	0.7232782	0.5038427	0.8663253	0.9395886	0.7687744	0.553537	0.5950097	0.6235218	0.6647787	0.7442483	0.6788939	0.7579325	0.6919879	0.5571681	0.4957579	0.5001715	0.4915905	0.5673215	0.4896309	0.5805238	0.4620713	0.4667721	0.5374748	0.5033264	0.5517724	0.4749439	0.5025328	0.4275683	0.4494655	0.472637	0.5419679	0.4492405	0.48279	0.5249323	0.5185325	0.5021186	0.5373207	0.5788577	0.6503578	0.8393236	0.7352645	0.7434128	0.5862117	0.5181113	0.5620586	0.5199581	0.7327182	0.4513242	0.5823028	0.5471477
1013	0.4968825	0.5955526	0.3931243	0.4859518	0.3696085	0.4209579	0.4004388	0.569645	0.4460072	0.4157468	0.3838772	0.4846368	0.4941224	0.5051734	0.4253443	0.3922475	0.3028926	0.3786363	0.2994209	0.3325222	0.312711	0.2956618	0.3288573	0.2906404	0.2913806	0.3418799	0.3371861	0.3000192	0.2967489	0.2734577	0.3749996	0.3095137	0.2357516	0.3245349	0.3113427	0.2480825	0.2980383	0.2817545	0.284569	0.3218953	0.2965034	0.3649222	0.3848154	0.489796	0.5133818	0.406912	0.4997567	0.4940245	0.5183914	0.5173242	0.3872153	0.5079571	0.5226688
1014	0.5740482	0.706009	0.4372817	0.619687	0.4239635	0.5219437	0.5005016	0.6987603	0.5048723	0.4904642	0.4397717	0.5582043	0.5838574	0.5996546	0.5128922	0.4770056	0.3701633	0.4771765	0.3517632	0.4199638	0.3845756	0.3540484	0.3861848	0.3207222	0.3220766	0.3907944	0.4004702	0.3655391	0.3518913	0.3434601	0.4447682	0.3638881	0.30832	0.3795252	0.3620228	0.2845909	0.3860117	0.352549	0.3441312	0.3919944	0.3672389	0.4861074	0.5644147	0.6005899	0.6321113	0.4923404	0.5740129	0.5700904	0.5841279	0.567095	0.4544731	0.6005654	0.6194502
1015	0.5544471	0.7209344	0.4444351	0.574104	0.4201316	0.4494011	0.4440693	0.6610446	0.5001888	0.4883416	0.439361	0.5836299	0.5850319	0.5956629	0.4325268	0.4305916	0.3405729	0.4367132	0.313365	0.4032851	0.3317021	0.3347823	0.3643462	0.2958458	0.2961614	0.3804736	0.3957883	0.3365649	0.3404072	0.309772	0.4346882	0.3549766	0.2544779	0.3588469	0.3676928	0.2699922	0.352499	0.2919286	0.3052767	0.3539744	0.3098301	0.3865436	0.4720588	0.5422502	0.570846	0.4642144	0.5910832	0.5245305	0.5447569	0.5090654	0.4398971	0.5571287	0.5655773
1016	0.4843989	0.5776612	0.3796182	0.4938053	0.3561613	0.4890667	0.506978	0.5632625	0.4199909	0.4134927	0.375378	0.4823861	0.498892	0.4746638	0.4740176	0.4383498	0.3593884	0.3925268	0.3216169	0.345312	0.3877055	0.3095667	0.3613465	0.2915625	0.301766	0.3479051	0.3603587	0.349458	0.3251774	0.3117053	0.3533705	0.314793	0.2661256	0.35316	0.3156951	0.2688813	0.3800681	0.3309796	0.3165159	0.3789906	0.3581797	0.452771	0.4923289	0.5217578	0.5610108	0.3741508	0.4052005	0.4062929	0.4178821	0.4491035	0.3245605	0.4600247	0.4296208
1017	0.5168721	0.6306545	0.4173106	0.5160397	0.3905978	0.4281151	0.4151189	0.6023986	0.4659607	0.436768	0.41205	0.5153282	0.5322245	0.5438082	0.4316633	0.4162639	0.3174679	0.4145145	0.3316454	0.3612101	0.3247755	0.3179935	0.3295852	0.2895922	0.3021229	0.3513508	0.3484269	0.310651	0.3053001	0.2974991	0.4096735	0.3201574	0.2389191	0.3343709	0.3241347	0.252322	0.3141913	0.2911374	0.2937915	0.3370491	0.2971281	0.3680194	0.4235871	0.481888	0.5071165	0.4321352	0.5622287	0.5189376	0.5532866	0.5193141	0.4334843	0.5280144	0.5415772
1018	0.8822001	0.8807856	0.6939176	0.9245747	0.8503387	0.8512979	0.8789814	0.9285484	0.736865	0.7727333	0.8250843	0.7869504	0.8657638	0.8105604	0.8635351	0.78038	0.5894004	0.6241325	0.5110302	0.6396956	0.5511872	0.5607609	0.6172489	0.494069	0.4876362	0.6325701	0.6021382	0.5850137	0.5569	0.5584199	0.5813779	0.5113534	0.4876624	0.5617532	0.4931312	0.540884	0.5830122	0.582333	0.583825	0.6370879	0.5730518	0.6897991	0.9682576	0.7599089	0.7727407	0.840748	0.7856115	0.8099757	0.7697774	0.7443802	0.7448007	0.7800665	0.7826155
1019	0.5998206	0.8090274	0.5290897	0.7381878	0.5775676	0.6263672	0.605787	0.7913336	0.5869665	0.5802525	0.5558214	0.607339	0.6387872	0.6119732	0.6046405	0.5929558	0.4374089	0.526381	0.3820073	0.4957845	0.4256345	0.4151889	0.452954	0.3612944	0.3238211	0.4696518	0.4508221	0.4365062	0.4124154	0.4151925	0.5098573	0.3865065	0.3657798	0.40669	0.3956889	0.3521843	0.4951155	0.4198471	0.4217595	0.4672471	0.4301798	0.5506557	0.7923068	0.6037847	0.6894186	0.5715649	0.645706	0.5796068	0.5912223	0.5627499	0.5481597	0.6608293	0.6628751
1020	0.5702399	0.776695	0.5012231	0.6688132	0.5474319	0.5744092	0.5574172	0.7458903	0.5711533	0.5553575	0.5296045	0.6090237	0.61519	0.5967541	0.5643398	0.5606388	0.4049711	0.5134678	0.3542287	0.4734606	0.3928911	0.3852761	0.4332173	0.3287734	0.2953349	0.4428886	0.4293545	0.4108872	0.3839711	0.3882619	0.4922896	0.3689583	0.3406553	0.3858101	0.380019	0.323438	0.4702667	0.3668348	0.3891962	0.4328434	0.3993546	0.4860812	0.7378465	0.523376	0.6235199	0.5299376	0.6401094	0.5360659	0.5573077	0.5343958	0.5310815	0.6393719	0.6337991
1021	0.5238472	0.6632793	0.4422533	0.5144328	0.4347624	0.4282844	0.4373134	0.6456659	0.5268087	0.4971101	0.4269653	0.5570198	0.5532905	0.6161319	0.4479058	0.4195742	0.3191074	0.4245889	0.3302452	0.3672809	0.3300782	0.3176362	0.3443955	0.2997453	0.3064414	0.360565	0.37704	0.3200896	0.3212823	0.305659	0.4158463	0.3388339	0.2460206	0.3342383	0.3302947	0.2721688	0.3080789	0.2777606	0.2901798	0.3366689	0.3002473	0.3619789	0.4449946	0.4431019	0.4698489	0.4420814	0.624799	0.5826133	0.6122478	0.557734	0.5008548	0.5947304	0.6306877
1022	0.8308815	0.8804593	0.6916916	0.8856658	0.8435779	0.8231369	0.8484953	0.8984204	0.7416434	0.7782028	0.7943153	0.7647457	0.8447286	0.7889504	0.8557237	0.783179	0.5936831	0.6204398	0.4962018	0.5912712	0.5193753	0.5437159	0.5872746	0.4772662	0.460193	0.6179923	0.5923079	0.5827066	0.5460783	0.5405035	0.5649534	0.5016662	0.4749283	0.5416971	0.4840615	0.5238788	0.5793111	0.5832155	0.5921659	0.63197	0.5894538	0.6645635	0.9469947	0.7280142	0.770731	0.7882157	0.7879813	0.7808102	0.7602721	0.7492139	0.7430409	0.7720501	0.7546165
1023	0.9320431	0.9221051	0.7104372	0.9395888	0.8277888	0.8543399	0.8834412	0.941307	0.7158414	0.7650748	0.7895314	0.8000925	0.8566582	0.8330693	0.8379593	0.7951646	0.5927772	0.6293418	0.5162116	0.6514599	0.5457284	0.5791864	0.5825206	0.5508845	0.4965767	0.6169182	0.5701251	0.571548	0.5567186	0.6061566	0.607043	0.507024	0.4848472	0.5880796	0.516057	0.5538124	0.613651	0.6047623	0.5907117	0.6910536	0.6064841	0.7515275	0.9780135	0.7870759	0.7740347	0.8572901	0.7609257	0.8334745	0.7669097	0.7479292	0.7255148	0.7790127	0.7405596
1024	0.9136022	0.8567443	0.7072248	0.9558863	0.757966	0.9231843	0.9474009	1.083188	0.6847425	0.8742223	0.7906092	0.7432772	0.8825868	0.7935579	0.8535652	0.7621424	0.5892304	0.6415467	0.5681841	0.6632507	0.5645676	0.5894537	0.6457728	0.5426807	0.5272371	0.6284223	0.593356	0.6027825	0.5793926	0.5838344	0.5827953	0.5329466	0.5432531	0.6058253	0.5097236	0.5645832	0.6130063	0.5992991	0.5813957	0.631785	0.6116247	0.7721606	1.006468	0.8576819	0.8487598	0.8625864	0.7385957	0.7442543	0.6806574	0.7716232	0.6609668	0.7566124	0.757543
1025	0.7328665	0.8334746	0.578314	0.891392	0.6281401	0.8126923	0.8249416	0.9506897	0.6501476	0.7399547	0.6490558	0.6688988	0.7736493	0.7239612	0.7671051	0.6934223	0.5341538	0.6022037	0.4913761	0.6016066	0.5328959	0.5145723	0.5790361	0.4586754	0.4682254	0.5572191	0.5737886	0.5457897	0.5160849	0.52234	0.5289671	0.4692407	0.4632031	0.499358	0.4574909	0.4572937	0.5888294	0.5401589	0.5116718	0.592207	0.5475954	0.7448898	0.9479166	0.7428257	0.8027899	0.6917173	0.6063504	0.6798456	0.6543211	0.668337	0.5592444	0.7062146	0.7456002
1026	0.7542219	0.89345	0.5901816	0.935509	0.6743025	0.800669	0.7890474	0.956664	0.6939413	0.7409383	0.6756983	0.69226	0.7675079	0.7078565	0.7734488	0.7039595	0.5259337	0.6021027	0.4856727	0.5981719	0.5209345	0.510576	0.5664619	0.4598255	0.4406072	0.5553592	0.5935646	0.5404328	0.5014466	0.519825	0.5610263	0.4680936	0.4586138	0.4793133	0.4445407	0.4434789	0.5661492	0.523559	0.5032149	0.6172437	0.5408642	0.7335348	0.9542068	0.7439081	0.7872094	0.7373946	0.6888388	0.6975053	0.6881209	0.6602092	0.6081158	0.7619447	0.7714791
1027	0.7048802	0.84898	0.5644157	0.8516398	0.6366528	0.737059	0.7199107	0.9037057	0.6494191	0.6718455	0.6451578	0.6779002	0.7293292	0.6589915	0.6943519	0.6590309	0.4913322	0.5717831	0.4377751	0.5645851	0.4823114	0.475382	0.5233445	0.4349232	0.3779765	0.5284155	0.5239834	0.5066805	0.4656076	0.4840981	0.5471805	0.4270728	0.4321885	0.4495711	0.4236446	0.415118	0.5557513	0.4955826	0.4784157	0.5666258	0.4923523	0.661473	0.9151341	0.6951258	0.762443	0.6666809	0.6612541	0.6503927	0.6460773	0.6093552	0.5681092	0.7177752	0.7349265
1028	0.7141024	0.8384839	0.6196933	0.8572237	0.7142816	0.7396818	0.7354871	0.8783476	0.6625677	0.6846108	0.6852837	0.6946985	0.751039	0.6637871	0.7379987	0.7111077	0.5095447	0.5811839	0.4509286	0.5666101	0.4774637	0.4890934	0.5404733	0.4463395	0.3780316	0.5541635	0.5192766	0.5126927	0.4849058	0.4963249	0.5509278	0.4351158	0.443361	0.451839	0.4401897	0.4375701	0.5745922	0.5268491	0.5212803	0.5657411	0.517513	0.6554551	0.9367862	0.6822427	0.7570103	0.6849344	0.7074988	0.648366	0.6370151	0.6268132	0.619693	0.714734	0.7100461
1029	0.6001053	0.7510793	0.4517648	0.6782573	0.4494742	0.5868961	0.5726676	0.7529165	0.5110704	0.5215474	0.4745452	0.5739268	0.6155867	0.6100557	0.5637378	0.5282782	0.404969	0.4945303	0.3651139	0.4618984	0.4146547	0.3864804	0.4210733	0.3412116	0.3383445	0.4179267	0.4204998	0.4026135	0.3773034	0.3813455	0.4634579	0.3865115	0.3311612	0.4068784	0.3828372	0.3107951	0.4426697	0.387737	0.3769844	0.4276184	0.4034651	0.5535033	0.6558831	0.6462028	0.6870628	0.5293028	0.5809401	0.5730558	0.5912221	0.5796093	0.4686254	0.6286905	0.6489167
1030	0.8268557	0.8679177	0.6612149	0.931978	0.7947661	0.8303235	0.8416971	0.9597961	0.7298042	0.8078288	0.8041831	0.7187057	0.8167382	0.7596301	0.8271412	0.7774669	0.5737457	0.6340265	0.505703	0.6262118	0.5187585	0.5424265	0.6112773	0.5148246	0.4512982	0.6115486	0.5586638	0.5868171	0.5440731	0.5715259	0.5761516	0.4888668	0.4910559	0.5164894	0.4822102	0.5051087	0.5994449	0.5700198	0.5563902	0.627672	0.5909793	0.749733	0.9815677	0.7505919	0.7927694	0.8171285	0.7566845	0.7775255	0.7084302	0.7249966	0.6919762	0.7770454	0.7663884
1031	0.8447083	0.870317	0.6815615	0.9211003	0.8368545	0.8361699	0.8474846	0.9319181	0.7252413	0.7859156	0.8275076	0.7614619	0.8359486	0.7644817	0.8512349	0.7807904	0.5862448	0.6209333	0.5098412	0.6297734	0.5310515	0.5491595	0.6069053	0.5200559	0.4637473	0.6202694	0.5869097	0.5825514	0.5460981	0.5522909	0.5881901	0.4983239	0.4832712	0.5469865	0.5097696	0.5236481	0.5938467	0.5782599	0.584478	0.6345676	0.5801992	0.7134095	0.9785669	0.7461872	0.7896122	0.8138878	0.7768369	0.7733915	0.7374942	0.7401676	0.708747	0.7662731	0.7580364
1032	0.6086241	0.771	0.4763194	0.7427223	0.4838752	0.7001751	0.731227	0.7874519	0.5729793	0.5629915	0.5197746	0.5788981	0.6394051	0.6119312	0.6575694	0.5941815	0.4567939	0.5155163	0.4157484	0.493159	0.4898089	0.4285157	0.4901918	0.3752934	0.3819897	0.4663258	0.4585465	0.4685614	0.4240679	0.4346172	0.4763833	0.4039853	0.3855202	0.4366828	0.3926898	0.3612581	0.5112234	0.4519933	0.4259498	0.4804465	0.4658959	0.6482779	0.7808013	0.6757652	0.7292244	0.5488293	0.5350183	0.553269	0.5859035	0.6122168	0.4457603	0.621957	0.6352244
1033	0.5536813	0.6632956	0.4330263	0.6264549	0.4186667	0.6741694	0.7484403	0.6916333	0.4971121	0.4941679	0.4693024	0.5438007	0.5946175	0.5423436	0.6113216	0.5622822	0.4490916	0.4577242	0.3998831	0.4243145	0.4952109	0.3951529	0.4695358	0.3559491	0.365817	0.4310634	0.4370546	0.4517763	0.3998527	0.4064986	0.4030911	0.3634066	0.3585888	0.4103657	0.3643377	0.3446351	0.4768107	0.4209379	0.4001144	0.4590589	0.4497865	0.575824	0.6894376	0.6118006	0.6650485	0.4624835	0.4510387	0.4686854	0.4759754	0.5473723	0.3783613	0.5265062	0.498277
1034	0.7523043	0.724981	0.5005328	0.6632432	0.4976088	0.8439301	0.9380998	0.6789784	0.5300783	0.5798648	0.5930894	0.6817337	0.7776093	0.7142133	0.7430941	0.6700869	0.5566862	0.4561723	0.5051834	0.4696932	0.5706927	0.4777433	0.5682117	0.4646808	0.4496682	0.5253736	0.4904784	0.5533376	0.4541673	0.4774803	0.3850864	0.464045	0.477907	0.5636305	0.4537215	0.4971921	0.5178635	0.5089334	0.5048104	0.5326286	0.5812732	0.6379703	0.8027967	0.7727174	0.762787	0.5911797	0.5249391	0.5905218	0.533333	0.6749579	0.4454512	0.5840541	0.5381803
1035	0.9073064	0.8878815	0.6970267	0.9252238	0.8428445	0.8851227	0.9043863	0.9143877	0.7252683	0.7773719	0.8388373	0.7823123	0.8826944	0.8342406	0.8613614	0.7692361	0.5988026	0.6241214	0.5218162	0.6480954	0.5511866	0.576301	0.6024762	0.5157764	0.4900041	0.6308969	0.5851059	0.5975531	0.5502939	0.5703133	0.5567533	0.5398241	0.5069078	0.6078823	0.5130174	0.5523453	0.5838044	0.5880237	0.5880054	0.6656768	0.6013258	0.746136	0.9840052	0.8076602	0.8431801	0.8576756	0.7533935	0.8148702	0.7373481	0.7753268	0.70298	0.7461452	0.7387886
1036	0.9102549	0.8806757	0.6580617	0.8543575	0.7851822	0.8792868	0.9077742	0.8058093	0.6715326	0.7136889	0.8138367	0.7947272	0.9114796	0.8306406	0.8313408	0.7279306	0.5845959	0.5659172	0.5246366	0.6104824	0.5438476	0.5678464	0.6106433	0.5686193	0.489785	0.6090625	0.5464777	0.5838211	0.5161123	0.5487394	0.4675063	0.55633	0.522765	0.6274157	0.5644788	0.5596671	0.5698166	0.5884079	0.5793129	0.6076314	0.5962996	0.7341474	0.9394368	0.8798864	0.8767833	0.8054382	0.6767984	0.7585075	0.6799344	0.7681761	0.6564946	0.7148559	0.6899582
1037	0.8605949	0.8626373	0.6420318	0.7454329	0.7634091	0.8042033	0.8549285	0.6764984	0.6263832	0.6536115	0.7664454	0.7710031	0.872336	0.8312163	0.7946106	0.6820456	0.5509892	0.4981814	0.4818885	0.5445492	0.4905185	0.5200596	0.5491766	0.502046	0.4536258	0.5689039	0.5271254	0.5361211	0.4756216	0.4827106	0.4100307	0.5396438	0.4702377	0.6064283	0.5111201	0.52521	0.5584102	0.5551571	0.5425394	0.5757177	0.5385054	0.6712438	0.876403	0.8390235	0.8570408	0.7282884	0.6605152	0.7418252	0.6612769	0.7303169	0.6157533	0.6909691	0.6624179
1038	0.897001	0.8439775	0.6233159	0.8269604	0.7005797	0.8823243	0.9371082	0.8009908	0.6114633	0.7116517	0.7684415	0.7530901	0.8979115	0.8291981	0.8104523	0.7062421	0.5785006	0.5398427	0.5770054	0.5820884	0.5720851	0.5530427	0.6161331	0.529287	0.530672	0.5996281	0.5506007	0.5801177	0.5144609	0.540579	0.4536391	0.5655821	0.5321094	0.6440749	0.5344062	0.5678614	0.5885918	0.5895669	0.5737761	0.5998623	0.6024184	0.7192577	0.9085589	0.881523	0.8829996	0.8083965	0.6500902	0.7302682	0.6525264	0.7650273	0.59589	0.6881438	0.6603093
1039	0.8686589	0.8707894	0.7068493	0.8397285	0.8535025	0.8392364	0.8568746	0.8014827	0.7132511	0.7357812	0.8244698	0.7837966	0.8759089	0.8647957	0.853224	0.7665875	0.6020644	0.5799101	0.4911925	0.6017694	0.53375	0.5483088	0.5983692	0.4958979	0.4766789	0.6217908	0.5927908	0.5855396	0.5593996	0.5331669	0.4947597	0.547576	0.4799695	0.6060982	0.5226312	0.5483983	0.569341	0.5976014	0.5793329	0.6366365	0.5717937	0.6690338	0.9047804	0.8019234	0.8358413	0.7911439	0.7879947	0.8223515	0.7545199	0.7728746	0.7283634	0.7448334	0.7499676
1040	0.862638	0.8806229	0.6879699	0.7693534	0.8291785	0.8019553	0.8421098	0.7048033	0.6992874	0.7129588	0.8010355	0.7953008	0.8731944	0.8558813	0.8532534	0.7508821	0.5913238	0.5361887	0.4857543	0.5547796	0.4909675	0.5230584	0.5726963	0.4839618	0.4491366	0.5878177	0.5765529	0.55775	0.5193427	0.5038201	0.4380767	0.5501943	0.4613976	0.5883642	0.5103697	0.5343827	0.5618064	0.5638401	0.5590714	0.5915698	0.5541939	0.6318863	0.8709787	0.8023418	0.8294126	0.7697371	0.777599	0.8177952	0.7470623	0.7853119	0.7104158	0.770401	0.7305707
1041	0.5024722	0.639136	0.42477	0.5176645	0.4113357	0.4192459	0.39924	0.617807	0.4887153	0.4531559	0.4150857	0.5231664	0.5344231	0.5608404	0.43559	0.4056387	0.3211079	0.4071506	0.3473569	0.3593561	0.3166672	0.3149615	0.3311078	0.2929978	0.3088593	0.3534999	0.3496651	0.3089912	0.312848	0.2990379	0.4051725	0.3258526	0.2387912	0.3321851	0.3209491	0.2537984	0.3080621	0.2778493	0.2875916	0.3332548	0.2934368	0.3618836	0.4274542	0.4590643	0.4727107	0.4284957	0.588212	0.5492871	0.5951132	0.5296768	0.4603988	0.5517169	0.5629221
1042	0.5578729	0.5857071	0.4059777	0.4049893	0.3779356	0.5315884	0.6866868	0.406146	0.3994595	0.4053672	0.4335384	0.5615557	0.6078343	0.5700931	0.5195159	0.4573455	0.413391	0.2898535	0.36933	0.3017395	0.3942907	0.3347959	0.3801585	0.3415048	0.3160719	0.378737	0.3611327	0.3853978	0.3050824	0.2955823	0.254827	0.3751525	0.3289279	0.4383717	0.3709478	0.3599756	0.4022246	0.3637775	0.3659466	0.3932013	0.3903821	0.4692535	0.5704252	0.5847338	0.5651825	0.4134821	0.4408385	0.465655	0.4316103	0.4958086	0.3427254	0.4779627	0.4337393
1043	0.4527845	0.4757794	0.3619192	0.3449098	0.3088109	0.4678573	0.5758547	0.3708455	0.3562326	0.355369	0.3370382	0.4606966	0.4720434	0.4531607	0.4551297	0.426417	0.3773541	0.2360904	0.329289	0.248361	0.41749	0.2885031	0.3261641	0.2716302	0.2729348	0.3069167	0.3324605	0.3775499	0.3124481	0.267598	0.2545796	0.2979072	0.2870088	0.3252591	0.2970704	0.2765776	0.3435045	0.3128391	0.2948029	0.3745448	0.3644972	0.3861836	0.4537465	0.4593351	0.5015071	0.3494226	0.3826089	0.396426	0.36536	0.4370448	0.2936657	0.4192832	0.3885227
1044	0.5062173	0.5287696	0.3843972	0.3936059	0.3336854	0.5416582	0.6957051	0.4274903	0.3839616	0.3966042	0.3895191	0.5123929	0.5437374	0.5232929	0.5304504	0.4822032	0.446764	0.2852835	0.3741091	0.3046608	0.4754229	0.3339621	0.4107378	0.3147496	0.3197025	0.3674968	0.3772322	0.4217003	0.3374223	0.3246966	0.2740292	0.345003	0.3423361	0.388019	0.3433012	0.3349053	0.3828876	0.3694125	0.3433532	0.4199285	0.418964	0.4376786	0.5220906	0.5345744	0.5285577	0.401472	0.4152507	0.4498651	0.4018226	0.4793811	0.3268273	0.4415469	0.4243054
1045	0.4524453	0.4853657	0.355427	0.3283429	0.3088419	0.4398599	0.5701277	0.3451486	0.3468997	0.3493926	0.352109	0.4688788	0.4900215	0.4738191	0.4455265	0.405682	0.3745433	0.2302011	0.3315238	0.2505019	0.3898973	0.2882357	0.3412839	0.287599	0.2774986	0.3184052	0.3265665	0.359107	0.2824115	0.2590844	0.240173	0.3014618	0.2926826	0.3392851	0.3249869	0.2887582	0.3412641	0.305475	0.3050525	0.3569769	0.3651835	0.3797776	0.4815458	0.4781346	0.5022591	0.3530113	0.37696	0.3876824	0.3659663	0.4442941	0.3029491	0.4257889	0.3798316
1046	0.4271554	0.4541943	0.3413534	0.3175057	0.2952778	0.4105332	0.5225841	0.3416866	0.340331	0.3358903	0.3184196	0.4322267	0.4396478	0.428347	0.4106244	0.3840676	0.3453338	0.215616	0.3034913	0.2297632	0.3693368	0.2631269	0.3042227	0.2632272	0.2589675	0.2902718	0.304558	0.3394115	0.2817802	0.2478296	0.2402243	0.2811302	0.2685733	0.298658	0.2782209	0.2584843	0.318541	0.2854174	0.27689	0.3390474	0.3363768	0.3638035	0.4511711	0.4300438	0.475219	0.3315533	0.3682385	0.3678403	0.353159	0.416469	0.2866464	0.3974092	0.3620928
1047	0.4567526	0.5684864	0.3678714	0.4705721	0.3452844	0.4188651	0.4262394	0.5590844	0.4035832	0.4130981	0.3686178	0.4570129	0.4667035	0.4572766	0.4137972	0.3908935	0.3072664	0.3755283	0.3051081	0.3226045	0.3140947	0.2838015	0.3099963	0.2690509	0.2747239	0.3307313	0.3280058	0.3024351	0.2953589	0.278461	0.3516352	0.2903328	0.2344459	0.3179686	0.2943042	0.23564	0.3158245	0.2819778	0.2822219	0.3273833	0.2968805	0.3655409	0.4216763	0.4549485	0.4886205	0.4047054	0.4626898	0.4357332	0.4716439	0.4487864	0.3563173	0.4791942	0.479432
1048	0.4683364	0.6466667	0.3914438	NaN	0.4133834	NaN	NaN	NaN	NaN	0.4366131	NaN	NaN	NaN	NaN	NaN	0.5245138	0.4276211	NaN	0.3814709	NaN	NaN	NaN	NaN	NaN	NaN	0.4305063	NaN	0.4137741	0.2512762	0.3893875	NaN	0.326689	0.3696124	0.3658534	0.3179347	NaN	NaN	0.3821535	NaN	0.4295841	0.4181139	NaN	0.5428839	NaN	NaN	NaN	NaN	NaN	NaN	0.5094835	NaN	0.4909547	0.5021055
1049	0.2962613	0.3480973	0.2403173	0.2590101	0.2297198	0.2661591	0.3574098	0.2759289	0.283282	0.2716373	0.2303911	0.3094681	0.2802066	0.2918184	0.2802046	0.2736188	0.2187409	0.161717	0.2166912	0.1621265	0.2169928	0.1811483	0.1961232	0.1800977	0.1877446	0.1676443	0.1750528	0.2175317	0.1846834	0.1608236	0.1856427	0.1985717	0.1847962	0.1701935	0.1630994	0.1599801	0.2229526	0.2000041	0.1734836	0.2203638	0.2115791	0.2687947	0.2885337	0.3013872	0.3470972	0.1945685	0.252136	0.2602386	0.2624846	0.287349	0.1929281	0.2919029	0.2720064
1050	0.4816985	0.5727394	0.3862746	0.5154035	0.3613052	0.5551803	0.5975137	0.5454777	0.4119831	0.4078607	0.4014809	0.4757813	0.5002868	0.4648801	0.504126	0.4854322	0.380437	0.3756862	0.3531583	0.3527012	0.4113162	0.3288622	0.3878133	0.3017323	0.3198218	0.3724296	0.3635437	0.3862189	0.3374272	0.3139006	0.3243387	0.3146395	0.3005698	0.3553427	0.3101887	0.2857961	0.3866745	0.335069	0.3257495	0.4037732	0.3819325	0.4632226	0.525212	0.5018162	0.5399628	0.4365377	0.4316123	0.4397596	0.4373745	0.4678895	0.3568201	0.4683337	0.4689887
