ROI	B51315	B51325	B51732	B51742	B51852	B51861	B51872	B51882	B51813	B51824	B51836	B52233	B52242	B52253	B52264	B52274	B53106	B52711	B52715	B52823	B52824	B52825	B52836	B53041	B53054	B53161	B53183	B53195	B53212	B53233	B53245	B53257	B53269	B53279	B53281	B53291	B55012	B55023	B55034	B55045	B55056	B54611	B54623	B54645	B54751	B49913	B49924	B49935	B49946	B49957	B49968	B49978	B49901
1139	0.3031081	0.3652155	0.2516066	0.2717025	0.2891471	0.2873424	0.3220211	0.2579204	0.2720768	0.2970251	0.2642083	0.328603	0.3004498	0.3434055	0.2467595	0.2730197	0.2214806	0.180185	0.2201497	0.1636529	0.2074562	0.2009931	0.1776607	0.1981487	0.1998645	0.2130989	0.1710403	0.203957	0.2025732	0.2164974	0.1790824	0.225046	0.1806796	0.2261845	0.2124491	0.1948413	0.2259298	0.2044098	0.217526	0.2516198	0.2407684	0.313268	0.345322	0.3087623	0.4300155	0.2453156	0.3230774	0.3227066	0.2990285	0.3632106	0.2552981	0.3762193	0.3181674
1140	0.2881068	0.3378519	0.2387195	0.2014627	0.2356647	0.2322322	0.2807061	0.2148957	0.2530016	0.2313083	0.238859	0.2846762	0.2667363	0.2594007	0.2490799	0.2133154	0.1638265	0.1682978	0.1843366	0.1603241	0.1427464	0.1660077	0.1589619	0.169732	0.1668094	0.1572403	0.1772127	0.1483824	0.1667068	0.1413807	0.144646	0.1982667	0.1377835	0.2266102	0.2234396	0.1772746	0.2984649	0.1899171	0.2000643	0.2239677	0.1741015	0.3448393	0.4121867	0.3665352	0.4376355	0.2053345	0.3221614	0.3029555	0.3047085	0.3282912	0.2555557	0.3578515	0.309154
1141	0.196425	0.2361977	0.1804463	0.1391932	0.1724833	0.1574788	0.196825	0.1569791	0.1890058	0.1711654	0.1838703	0.2182557	0.1966215	0.1964339	0.1683258	0.1305233	0.096707	0.1236001	0.1257731	0.1223649	0.1057402	0.1067488	0.1030533	0.1158521	0.1196188	0.1028203	0.1035187	0.09690996	0.1141437	0.09940707	0.1037265	0.1427215	0.09756857	0.1642653	0.1777445	0.1272765	0.2796592	0.1253629	0.1433681	0.1596434	0.1310351	0.257925	0.3388756	0.2848405	0.3146551	0.135228	0.2101807	0.1896943	0.2262561	0.236452	0.1495426	0.2464363	0.2025476
1142	0.4947616	0.5458527	0.4242601	0.4589439	0.4249689	0.473631	0.5367185	0.4574682	0.4326817	0.4300735	0.411789	0.4704784	0.4951699	0.4908894	0.4559555	0.4612421	0.3538704	0.3455282	0.3197546	0.3338751	0.3631176	0.3148914	0.3645091	0.2839418	0.2913597	0.3492956	0.3428971	0.3555811	0.3259498	0.303702	0.3113656	0.303148	0.2927625	0.3265067	0.3010698	0.2982403	0.3529892	0.3351329	0.3351077	0.3813162	0.3611275	0.3954089	0.5621948	0.4526603	0.517292	0.4444692	0.4775263	0.4965649	0.4696762	0.4846672	0.4252316	0.4825068	0.4804691
1143	0.4873692	0.5448126	0.3879705	0.3632696	0.3854426	0.4184993	0.5292501	0.3396386	0.3888539	0.3929047	0.3911933	0.4993606	0.5185208	0.4838468	0.3933984	0.3854631	0.3250329	0.2469701	0.3048037	0.2650925	0.3035609	0.2786956	0.3089912	0.2766089	0.2619711	0.3066734	0.3068356	0.2986861	0.2720096	0.2420306	0.2257723	0.3085982	0.2620362	0.3520259	0.316708	0.2936682	0.352333	0.3097217	0.3045368	0.3512079	0.3143373	0.4176956	0.5186989	0.4920614	0.5542485	0.417061	0.4751873	0.4702702	0.4464922	0.4830842	0.392948	0.4916471	0.4625313
1144	0.4077793	0.4455652	0.3142569	0.3090671	0.3085097	0.3387141	0.4377575	0.3026289	0.3346938	0.3285747	0.3133084	0.4134372	0.4116968	0.3982917	0.3424528	0.3300888	0.2650897	0.193951	0.2548396	0.2094014	0.2579682	0.2290067	0.2569048	0.2232345	0.2185485	0.2459731	0.2420873	0.2562788	0.2349128	0.2050221	0.1912582	0.2563369	0.2202975	0.2774657	0.2556497	0.2378696	0.2889088	0.2645687	0.2524452	0.2876972	0.2621059	0.3684904	0.424662	0.3909984	0.4585822	0.3358746	0.3825527	0.3862453	0.3663662	0.4053459	0.3215507	0.4108353	0.3813701
1145	0.542516	0.6054809	0.425326	0.3734817	0.4231926	0.4309525	0.5441228	0.3266982	0.4153857	0.4115767	0.4269069	0.5564293	0.5765538	0.539986	0.4181394	0.4000458	0.3364978	0.2743876	0.321165	0.2883177	0.2883895	0.2860108	0.3207621	0.2918892	0.2758105	0.3336774	0.3316462	0.2926661	0.2858822	0.2424164	0.2234448	0.3513739	0.2653839	0.3951117	0.3521812	0.3207282	0.4127364	0.3447977	0.3434337	0.383284	0.3289899	0.4611133	0.5839542	0.5741129	0.6359477	0.4680008	0.5370427	0.53397	0.4958135	0.5397555	0.4547575	0.5502649	0.5208734
1146	0.378462	0.3941807	0.2859906	0.2463335	0.2867446	0.2971153	0.41596	0.236728	0.3001034	0.2859223	0.3102321	0.4138641	0.3956641	0.3945922	0.3054318	0.2783327	0.2409279	0.1699644	0.2328956	0.1731399	0.2057933	0.1973815	0.223063	0.2034483	0.1964846	0.2145285	0.2134096	0.2131298	0.1963051	0.1639241	0.1523923	0.2614729	0.1844661	0.3031513	0.2736122	0.2392252	0.3060697	0.2292629	0.2156509	0.2580735	0.2248771	0.3581365	0.404987	0.4512627	0.4646119	0.2910384	0.3813204	0.3886331	0.3754502	0.4271472	0.2912498	0.4226141	0.3859859
1147	0.5560212	0.6141461	0.4014263	0.3154606	0.4027822	0.3894672	0.5301552	0.2727585	0.3828501	0.3760724	0.4312491	0.5609124	0.5837487	0.5302031	0.3987566	0.3486665	0.3059663	0.2305217	0.3050544	0.243064	0.2363454	0.2604936	0.2740351	0.2780667	0.260606	0.3070633	0.2951918	0.2561549	0.254259	0.210575	0.1811898	0.3599874	0.2369677	0.4238042	0.365133	0.323308	0.4420949	0.3286544	0.3254713	0.3618406	0.3042997	0.5104544	0.594468	0.6168674	0.6611648	0.4501174	0.5332636	0.541028	0.5059681	0.5677734	0.4191209	0.5746104	0.5306785
1148	0.4130727	0.445031	0.3429372	0.4006102	0.3446217	0.3745979	0.4126323	0.4495416	0.3644188	0.3704201	0.3321213	0.3620023	0.3619618	0.3677348	0.3768191	0.3634101	0.3365431	0.3425801	0.3125985	0.3178364	0.3450739	0.2909437	0.3687469	0.2747878	0.2816648	0.3305138	0.3101469	0.3583702	0.3164782	0.2981017	0.3287136	0.2829195	0.2847655	0.2971517	0.2794272	0.2695743	0.3299671	0.2940124	0.2754911	0.3365334	0.330485	0.3484443	0.4405951	0.3749608	0.4144763	0.3254073	0.3261204	0.3893673	0.3751547	0.3958444	0.3039117	0.3867163	0.3988421
1149	0.4636486	0.5820001	0.4005198	0.4778813	0.3899831	0.3962522	0.3947274	0.5541904	0.4573472	0.4766404	0.382062	0.4800187	0.4633193	0.4645898	0.445556	0.3785056	0.2977436	0.3887857	0.297879	0.3355985	0.3069368	0.2918327	0.3107721	0.2646964	0.2770898	0.3228531	0.3146891	0.2895266	0.2884792	0.2840961	0.378345	0.2947553	0.2350346	0.3022209	0.2895852	0.248705	0.2911893	0.2551975	0.2661227	0.3098445	0.2800334	0.3201699	0.4080927	0.3840238	0.4165487	0.3985114	0.51237	0.4787833	0.5119054	0.4602084	0.4193648	0.4865051	0.5404779
1151	0.8375727	0.8628809	0.6389916	0.7009214	0.7170835	0.7631899	0.886878	0.6386071	0.612599	0.6576568	0.7027759	0.7781883	0.8528909	0.8207873	0.7300414	0.6659651	0.5423154	0.4824927	0.5348254	0.5057761	0.4892163	0.4923804	0.5423297	0.4869396	0.4726598	0.5357125	0.5024665	0.5068784	0.4546311	0.4613985	0.4062004	0.5084277	0.4942523	0.5773013	0.4983797	0.5134293	0.525962	0.5314478	0.5286183	0.5695319	0.5238704	0.6123716	0.8241064	0.7835708	0.8294098	0.7844587	0.722573	0.7398627	0.6741202	0.7581646	0.65839	0.7201271	0.7033031
1152	0.4110772	0.4380272	0.3299703	0.236351	0.3157212	0.2684512	0.3348506	0.223287	0.3089027	0.2895267	0.3181728	0.4207942	0.4226151	0.4079483	0.3091391	0.264765	0.2429545	0.2073295	0.2465977	0.2092492	0.2028399	0.2206179	0.2284999	0.2228124	0.211565	0.2415524	0.2379118	0.211822	0.2146755	0.1716268	0.1634538	0.2885533	0.1834715	0.3331451	0.2950445	0.2613741	0.3576228	0.2582133	0.2593232	0.2768416	0.229902	0.3636758	0.4417596	0.4377501	0.501771	0.3249909	0.4214386	0.4078019	0.3709064	0.43095	0.3187776	0.4413957	0.3911846
1153	0.6644695	0.7139387	0.5134571	0.5473587	0.5418702	0.6152724	0.7263667	0.5072359	0.5204835	0.5418136	0.5464787	0.640932	0.6825393	0.6578178	0.57608	0.5470176	0.4411697	0.3754701	0.4184077	0.4034936	0.4089908	0.3963067	0.4295874	0.3761036	0.3610896	0.4336848	0.4126565	0.4091235	0.3811327	0.3569039	0.327399	0.4190147	0.3638287	0.4629925	0.4040217	0.4021736	0.455935	0.438753	0.4353063	0.4740951	0.4444087	0.5352193	0.7070283	0.6529072	0.710698	0.6065459	0.607014	0.6342389	0.5817419	0.6336926	0.5375794	0.6203272	0.597586
1154	0.5714691	0.5618064	0.4245597	0.4925007	0.5089323	0.4634826	0.5581839	0.4958782	0.5070944	0.5983752	0.4188572	0.5048915	0.5156859	0.5191493	0.5020607	0.4608926	0.4360417	0.3474066	0.3673364	0.3584	0.3444931	0.35755	0.4099151	0.3035502	0.2946607	0.332562	0.339343	0.3898517	0.3277712	0.3224809	0.3081231	0.3019007	0.4696957	0.341429	0.2840249	0.3438862	0.3678748	0.3066801	0.3196754	0.3574927	0.385805	0.5049345	0.5470149	0.4719893	0.5719576	0.5239491	0.4859351	0.495858	0.4830518	0.5069431	0.4801466	0.5216553	0.5203462
1155	0.619338	0.7020862	0.5192047	0.6522573	0.5455517	0.629701	0.8191476	0.6296976	0.6193709	0.545503	0.5279037	0.561295	0.5938181	0.5565751	0.7445655	0.5709604	0.469736	0.4790811	0.4057149	0.4687878	0.4677249	0.4088324	0.4748601	0.3806731	0.3769279	0.4511817	0.4340749	0.4877763	0.4050369	0.4219514	0.4341712	0.3871587	0.423899	0.3971585	0.3702083	0.3783793	0.4598575	0.430957	0.4200275	0.4655142	0.4695789	0.5486462	0.7242591	0.5948858	0.6549047	0.5767776	0.5513736	0.5543406	0.5447307	0.5677566	0.5004175	0.5732584	0.5772665
1156	0.6116426	0.6560597	0.5141657	0.6114382	0.5418565	0.6159989	0.7992712	0.5937064	0.6544684	0.5506349	0.57962	0.553794	0.5950322	0.5531849	0.7455321	0.5412778	0.4612934	0.4690249	0.4294411	0.4595063	0.4450983	0.4114265	0.4778328	0.3648736	0.3745328	0.4460946	0.4317324	0.4767231	0.4109344	0.4259402	0.419496	0.3864894	0.4290676	0.4660006	0.3701099	0.4024103	0.4488147	0.4376766	0.4379525	0.4881196	0.4756132	0.5564572	0.696949	0.5948093	0.6539021	0.5635806	0.5549921	0.5610998	0.5504309	0.57302	0.5031559	0.5737473	0.5863433
1157	0.5017313	0.6107005	0.4508761	0.5422017	0.4640114	0.5221449	0.5417958	0.5850894	0.4946748	0.4704903	0.4540151	0.49086	0.5017038	0.4914935	0.5262575	0.4896073	0.3663976	0.406591	0.3340333	0.3852686	0.3810562	0.3421029	0.3729025	0.30484	0.3133204	0.3707244	0.359663	0.3687744	0.3501107	0.3496567	0.3763474	0.3118321	0.3012998	0.3327973	0.3093857	0.2918747	0.3738373	0.3294483	0.3361345	0.387066	0.3690929	0.4337204	0.5764527	0.4529004	0.5154763	0.4622223	0.522261	0.5117393	0.5050071	0.510025	0.447222	0.5325736	0.5288039
1158	0.4730082	0.5418294	0.4222039	0.3964245	0.4090912	0.4362252	0.4923826	0.3674776	0.4088266	0.4088248	0.3900498	0.4872257	0.5074618	0.4879908	0.4141901	0.4027368	0.3397161	0.295541	0.325925	0.3002632	0.3093355	0.2968582	0.3288159	0.2673935	0.2619363	0.3212692	0.3234546	0.3068562	0.2993804	0.2735782	0.2676179	0.3093649	0.2778105	0.3266098	0.3007826	0.2905699	0.3295277	0.3212505	0.3207605	0.3707609	0.3305927	0.3834572	0.5444361	0.4596302	0.5586553	0.4466456	0.4972332	0.4978902	0.4678684	0.471038	0.4481308	0.4978658	0.4827938
1160	0.5385374	0.5981412	0.4580747	0.4767598	0.4540889	0.5177042	0.6141648	0.4515502	0.4581974	0.4673646	0.4407623	0.5368493	0.5619903	0.5446713	0.4879431	0.4805232	0.3798245	0.341271	0.3524548	0.3465135	0.3704653	0.3320257	0.3697496	0.3101783	0.3049309	0.3681494	0.3628392	0.3666854	0.3250429	0.3130533	0.3046562	0.3375468	0.3140202	0.3675072	0.3245764	0.3189868	0.3805167	0.3579786	0.3609103	0.406392	0.3871103	0.4356202	0.6083078	0.5183145	0.5952599	0.4880711	0.520811	0.5203651	0.49945	0.532102	0.4634994	0.5327485	0.5054064
1161	0.722678	0.6952924	0.5349048	0.5469369	0.5725426	0.556554	0.6251817	0.5763715	0.5384725	0.5825232	0.5642973	0.5696925	0.6151375	0.6071285	0.6672769	0.5648996	0.4685365	0.4348099	0.4558341	0.4152812	0.4152192	0.4107299	0.4993424	0.3743889	0.3835813	0.4291157	0.4590012	0.458375	0.4623369	0.403957	0.4191551	0.4347479	0.3899524	0.4064195	0.3888839	0.4037304	0.4205124	0.4060907	0.4411001	0.5023195	0.4347168	0.4968143	0.6771566	0.5258794	0.5842537	0.5889663	0.5888667	0.642127	0.5829039	0.5866334	0.5457841	0.6681697	0.6698163
1162	0.311226	0.359579	0.2558987	0.2153514	0.2715868	0.2757184	0.3752043	0.2292448	0.2706614	0.2741242	0.2801015	0.3559639	0.3370053	0.3554935	0.2911691	0.2547249	0.2039253	0.1665346	0.2184402	0.1681535	0.1766006	0.1825276	0.1903978	0.2019528	0.1972782	0.1828581	0.1888597	0.1829992	0.1881862	0.1561769	0.1490473	0.2473911	0.1686754	0.2782442	0.2608629	0.21127	0.3403917	0.2158631	0.216031	0.2449853	0.2103745	0.3900054	0.4318678	0.4387112	0.4968287	0.242358	0.3791397	0.3922012	0.3770904	0.4383157	0.2911935	0.4448991	0.3839001
1163	0.4684011	0.5400397	0.4154914	0.4117512	0.4012855	0.4326231	0.4822049	0.4179684	0.430539	0.4149377	0.3855503	0.4621865	0.4740145	0.4605284	0.4165516	0.4214222	0.3313273	0.2894626	0.3040621	0.3063166	0.3341891	0.2914369	0.3675889	0.2711373	0.2690932	0.3183694	0.3053208	0.3301241	0.2947639	0.2791964	0.2910253	0.2893178	0.2819211	0.3111468	0.2894161	0.2740704	0.321692	0.3067597	0.3056136	0.3516392	0.3257003	0.3614364	0.5110381	0.4263044	0.4979958	0.4232404	0.4722158	0.4612484	0.4484591	0.4525331	0.413754	0.4757584	0.4616948
1164	0.4890374	0.5627677	0.413833	0.4409955	0.4334176	0.4630139	0.5110795	0.4499771	0.4462683	0.4332627	0.4065096	0.4740695	0.4758654	0.4786758	0.4420816	0.4387518	0.3492699	0.322816	0.3311136	0.3394075	0.3415294	0.3067906	0.3615541	0.2839966	0.2889592	0.3378135	0.3275317	0.3509972	0.302218	0.2970751	0.3053649	0.298662	0.2970044	0.325076	0.3085973	0.2940634	0.3324826	0.3132462	0.3263477	0.3636244	0.3455172	0.388942	0.5562884	0.4271978	0.5137081	0.4280907	0.4837621	0.4901567	0.4407338	0.4729051	0.4316751	0.4975825	0.4701409
1165	0.4842395	0.5645102	0.4300171	0.4128543	0.4333435	0.423223	0.4645804	0.427342	0.4242951	0.4242538	0.4042397	0.4808758	0.4799393	0.459638	0.4238728	0.4238813	0.3429292	0.3153434	0.3077058	0.3033744	0.32726	0.3038171	0.3624515	0.2823638	0.2633216	0.3258135	0.326657	0.3358217	0.2903181	0.2987728	0.3050409	0.3090117	0.2805935	0.3321631	0.2874025	0.2706316	0.2910144	0.3005596	0.3238445	0.3544759	0.3267237	0.3640692	0.51764	0.4209217	0.5231918	0.4412867	0.5028028	0.4972263	0.4458075	0.4571391	0.4434115	0.4922615	0.5068362
1166	0.4423458	0.4970266	0.3555518	0.3900615	0.337817	0.454277	0.520063	0.4158854	0.3702655	0.3610367	0.3473404	0.4292004	0.4409713	0.4189575	0.4113507	0.4121544	0.3371871	0.2378493	0.297662	0.23787	0.3707134	0.2695767	0.3401789	0.2562883	0.26884	0.2893913	0.2980986	0.3327647	0.2843639	0.260184	0.2702664	0.2797146	0.2684197	0.2851194	0.2686466	0.2513356	0.3345375	0.290263	0.2643389	0.3331992	0.3303621	0.4018272	0.4363033	0.4349643	0.4776873	0.3554182	0.4165064	0.3938457	0.3947179	0.4194819	0.3269193	0.4437756	0.4099884
